Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-10-22T23:35:14.684Z","On-Demand","claude-4.5-sonnet-thinking","No","70146","27693","136818","1085","235742","0.32"
"2025-10-22T23:23:27.038Z","On-Demand","claude-4.5-sonnet-thinking","No","121034","199115","797545","19133","1136827","0.86"
"2025-10-22T23:14:26.289Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","174378","1172","2839313","5455","3020318","1.59"
"2025-10-22T22:59:57.458Z","On-Demand","claude-4.5-sonnet-thinking","No","143020","81934","2255486","6156","2486596","1.31"
"2025-10-22T22:57:01.753Z","On-Demand","claude-4.5-sonnet-thinking","No","143320","73172","1487588","5367","1709447","1.07"
"2025-10-22T22:19:18.313Z","On-Demand","claude-4.5-sonnet-thinking","No","101485","89568","1798536","6155","1995744","1.14"
"2025-10-22T22:07:41.625Z","On-Demand","claude-4.5-sonnet-thinking","No","43813","62003","1879210","22822","2007848","1.20"
"2025-10-22T22:06:30.788Z","On-Demand","claude-4.5-sonnet-thinking","No","81006","90603","19648","3287","194544","0.37"
"2025-10-22T22:03:20.488Z","On-Demand","claude-4.5-sonnet-thinking","No","7360","90799","665439","3658","767256","0.31"
"2025-10-22T21:57:47.839Z","On-Demand","claude-4.5-sonnet-thinking","No","145526","86437","182349","3326","417638","0.66"
"2025-10-22T21:46:26.797Z","On-Demand","claude-4.5-sonnet-thinking","No","299214","93293","755846","8574","1156927","1.56"
"2025-10-22T21:41:02.031Z","On-Demand","claude-4.5-sonnet-thinking","No","132710","77195","1002319","8561","1220785","0.99"
"2025-10-22T18:43:35.804Z","On-Demand","claude-4.5-sonnet-thinking","No","115329","72480","1141120","7442","1336371","0.98"
"2025-10-22T18:27:32.521Z","On-Demand","claude-4.5-sonnet-thinking","No","88772","242019","1578596","28140","1937527","1.40"
"2025-10-22T18:21:22.959Z","On-Demand","claude-4.5-sonnet-thinking","No","151208","108952","725188","6209","991557","1.00"
"2025-10-22T16:09:28.001Z","On-Demand","claude-4.5-sonnet-thinking","No","141645","204400","3464517","29063","3839625","2.52"
"2025-10-22T15:58:37.296Z","On-Demand","claude-4.5-sonnet-thinking","No","50455","397040","1450695","12067","1910257","1.96"
"2025-10-22T15:47:01.468Z","On-Demand","claude-4.5-sonnet-thinking","No","235146","113367","231369","4761","584643","1.08"
"2025-10-22T15:39:26.559Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","161573","123266","807779","6695","1099313","1.05"
"2025-10-22T15:27:02.719Z","On-Demand","claude-4.5-sonnet-thinking","No","27866","190466","3432862","13496","3664690","1.69"
"2025-10-22T15:21:59.636Z","On-Demand","claude-4.5-sonnet-thinking","No","120339","83187","2001","3546","209073","0.54"
"2025-10-22T15:16:13.616Z","On-Demand","claude-4.5-sonnet-thinking","No","120533","64143","1017461","5597","1207734","0.91"
"2025-10-22T15:14:32.109Z","On-Demand","claude-4.5-sonnet-thinking","No","96257","40323","2020","1398","139998","0.39"
"2025-10-22T14:57:46.750Z","On-Demand","claude-4.5-sonnet-thinking","No","68397","71191","3244936","23077","3407601","1.75"
"2025-10-22T14:54:37.305Z","On-Demand","claude-4.5-sonnet-thinking","No","33410","14110","153642","11397","212559","0.38"
"2025-10-22T14:51:11.496Z","On-Demand","gpt-5","No","0","793","1188","19","2000","0.000"
"2025-10-22T14:41:09.568Z","On-Demand","claude-4.5-sonnet-thinking","No","47463","22832","96584","3542","170421","0.29"
"2025-10-21T23:07:53.964Z","Included","claude-4.5-sonnet-thinking","No","9943","53992","190294","627","254856","0.11"
"2025-10-21T23:05:22.900Z","Included","claude-4.5-sonnet-thinking","No","89412","114680","1164314","5262","1373668","0.96"
"2025-10-21T23:04:25.226Z","Included","code-supernova-1-million","No","0","47523","213956","1301","262780","0.01"
"2025-10-21T23:03:22.310Z","Included","code-supernova-1-million","No","0","45876","140795","451","187122","0.01"
"2025-10-21T23:01:36.728Z","Included","code-supernova-1-million","No","0","94512","974972","1398","1070882","0.01"
"2025-10-21T22:50:31.113Z","Included","claude-4.5-sonnet-thinking","No","33641","184635","867629","12585","1098490","0.86"
"2025-10-21T22:48:58.929Z","Included","claude-4.5-sonnet-thinking","No","0","92939","1182","43","94164","0.01"
"2025-10-21T21:58:43.474Z","Included","claude-4.5-sonnet-thinking","No","140549","99859","172111","2235","414754","0.65"
"2025-10-21T21:53:00.187Z","Included","claude-4.5-sonnet-thinking","No","47461","114944","2018224","18096","2198725","1.23"
"2025-10-21T21:47:58.679Z","Included","claude-4.5-sonnet-thinking","No","5287","5964","417467","1603","430321","0.18"
"2025-10-21T21:46:20.233Z","Included","claude-4.5-sonnet-thinking","No","4211","63437","505869","1943","575460","0.23"
"2025-10-21T21:44:48.197Z","Included","claude-4.5-sonnet-thinking","No","100016","56969","1213","239","158437","0.39"
"2025-10-21T21:26:01.779Z","Included","claude-4.5-sonnet-thinking","No","81172","71537","887990","5165","1045864","0.76"
"2025-10-21T21:17:35.246Z","Included","claude-4.5-sonnet-thinking","No","77372","312599","2054137","12812","2456920","1.78"
"2025-10-21T21:15:00.154Z","Included","claude-4.5-sonnet-thinking","No","34967","103594","334459","2777","475797","0.32"
"2025-10-21T21:12:38.676Z","Included","claude-4.5-sonnet-thinking","No","33108","98430","754397","7027","892962","0.48"
"2025-10-21T20:58:51.211Z","Included","claude-4.5-sonnet-thinking","No","281194","267893","2066794","11371","2627252","2.44"
"2025-10-21T17:42:46.119Z","Included","claude-4.5-sonnet-thinking","No","88252","446543","4043365","24171","4602331","3.19"
"2025-10-21T17:37:57.549Z","Included","claude-4.5-sonnet-thinking","No","9274","60912","308774","2704","381664","0.32"
"2025-10-21T17:36:02.747Z","Included","claude-4.5-sonnet-thinking","No","30387","11364","92985","1927","136663","0.20"
"2025-10-21T15:15:51.765Z","Included","claude-4.5-sonnet-thinking","No","98917","131435","1281055","5616","1517023","1.06"
"2025-10-21T15:15:33.467Z","Aborted, Not Charged","claude-4.5-sonnet-thinking","No","0","0","0","0","0","0.00"
"2025-10-21T15:09:53.961Z","Included","claude-4.5-sonnet-thinking","No","127342","95165","538711","3530","764748","0.71"
"2025-10-21T14:48:13.921Z","Included","claude-4.5-sonnet-thinking","No","117355","116363","1110346","3606","1347670","0.95"
"2025-10-21T14:27:57.753Z","Included","claude-4.5-sonnet-thinking","No","239576","150593","1998330","5493","2393992","1.82"
"2025-10-21T14:24:14.984Z","Included","claude-4.5-sonnet-thinking","No","123062","117625","1621321","5038","1867046","1.18"
"2025-10-21T14:14:57.388Z","Included","claude-4.5-sonnet-thinking","No","130708","163073","2236101","10031","2539913","1.63"
"2025-10-21T14:11:43.971Z","Included","claude-4.5-sonnet-thinking","No","75343","81262","1167188","6592","1330385","0.84"
"2025-10-21T14:06:28.351Z","Included","claude-4.5-sonnet-thinking","No","85959","76528","1112301","10047","1284835","0.97"
"2025-10-21T13:56:21.077Z","Included","claude-4.5-sonnet-thinking","No","86652","59073","384377","4097","534199","0.67"
"2025-10-21T13:43:54.992Z","Included","claude-4.5-sonnet-thinking","No","120832","97429","552348","4484","775093","0.78"
"2025-10-21T13:32:18.438Z","Included","claude-4.5-sonnet-thinking","No","34856","111837","483752","7860","638305","0.72"
"2025-10-21T13:25:49.696Z","Included","claude-4.5-sonnet-thinking","No","134119","81764","537751","6816","760450","0.83"
"2025-10-21T13:16:38.471Z","Included","claude-4.5-sonnet-thinking","No","130504","67472","523529","2086","723591","0.71"
"2025-10-21T13:13:32.625Z","Included","claude-4.5-sonnet-thinking","No","125152","81553","1236031","6354","1449090","1.01"
"2025-10-21T12:55:31.124Z","Included","claude-4.5-sonnet-thinking","No","10998","69081","770150","7827","858056","0.45"
"2025-10-21T12:54:18.269Z","Included","claude-4.5-sonnet-thinking","No","3338","52062","319884","3032","378316","0.17"
"2025-10-21T12:52:45.650Z","Included","claude-4.5-sonnet-thinking","No","105954","49586","106253","3520","265313","0.48"
"2025-10-20T23:31:19.466Z","Included","claude-4.5-sonnet-thinking","No","102486","120724","978737","14450","1216397","1.12"
"2025-10-20T20:59:03.541Z","Included","claude-4.5-sonnet-thinking","No","19652","58094","953217","18724","1049687","0.65"
"2025-10-20T20:55:40.146Z","Included","claude-4.5-sonnet-thinking","No","67461","44372","1991","1463","115287","0.29"
"2025-10-20T20:43:46.506Z","Included","claude-4.5-sonnet-thinking","No","66407","36136","1958","1830","106331","0.28"
"2025-10-20T20:21:40.968Z","Included","claude-4.5-sonnet-thinking","No","66611","54306","547466","6702","675085","0.67"
"2025-10-20T20:02:46.921Z","Included","claude-4.5-sonnet-thinking","No","137454","98760","1397906","17386","1651506","1.34"
"2025-10-20T18:57:02.587Z","Included","claude-4.5-sonnet-thinking","No","89672","94883","2552533","21745","2758833","1.70"
"2025-10-20T18:47:39.276Z","Included","claude-4.5-sonnet-thinking","No","2817","17490","124215","2294","146816","0.10"
"2025-10-20T18:45:02.649Z","Included","claude-4.5-sonnet-thinking","No","74301","70472","247313","4172","396258","0.45"
"2025-10-20T18:43:40.051Z","Included","claude-4.5-sonnet-thinking","No","39552","91723","80513","3179","214967","0.23"
"2025-10-20T18:40:05.695Z","Included","claude-4.5-sonnet-thinking","No","91427","63792","604167","5821","765207","0.65"
"2025-10-20T18:34:15.250Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","167760","40524","933422","9435","1151141","1.17"
"2025-10-20T18:16:33.196Z","Included","claude-4.5-sonnet-thinking","No","140917","122357","1128937","8417","1400628","1.16"
"2025-10-20T17:58:21.571Z","Included","claude-4.5-sonnet-thinking","No","138777","109810","1629610","13121","1891318","1.36"
"2025-10-20T17:41:27.431Z","Included","claude-4.5-sonnet-thinking","No","132239","102803","728722","10958","974722","1.01"
"2025-10-20T17:29:25.809Z","Included","gpt-5-mini","No","0","149635","8256","1482","159373","0.03"
"2025-10-20T17:03:28.899Z","Included","claude-4.5-sonnet-thinking","No","245556","234360","1895399","38145","2413460","2.46"
"2025-10-20T16:42:57.691Z","Included","claude-4.5-sonnet-thinking","No","138678","258828","4003347","29818","4430671","2.93"
"2025-10-17T18:19:18.032Z","Included","claude-4.5-sonnet-thinking","No","0","8973","128541","2027","139541","0.09"
"2025-10-17T15:22:24.739Z","Included","claude-4.5-sonnet-thinking","No","0","18570","602632","10071","631273","0.38"
"2025-10-16T20:01:40.520Z","On-Demand","claude-4.5-sonnet-thinking","No","51640","21474","179901","4120","257135","0.37"
"2025-10-16T19:46:26.919Z","On-Demand","claude-4.5-sonnet-thinking","No","48549","9286","49502","3456","110793","0.27"
"2025-10-16T19:36:43.576Z","On-Demand","claude-4.5-sonnet-thinking","No","37470","22726","80244","6248","146688","0.32"
"2025-10-16T19:24:53.562Z","On-Demand","claude-4.5-sonnet-thinking","No","46069","17547","139659","3607","206882","0.32"
"2025-10-16T19:12:12.974Z","On-Demand","claude-4.5-sonnet-thinking","No","33985","21990","103251","2436","161662","0.25"
"2025-10-16T18:54:24.171Z","On-Demand","claude-4.5-sonnet-thinking","No","14631","4244","79018","1384","99277","0.11"
"2025-10-16T18:50:53.349Z","On-Demand","claude-4.5-sonnet-thinking","No","1329","21092","1252738","3066","1278225","0.49"
"2025-10-16T18:49:36.374Z","On-Demand","claude-4.5-sonnet-thinking","No","4777","10016","307981","1618","324392","0.16"
"2025-10-16T18:47:56.765Z","On-Demand","claude-4.5-sonnet-thinking","No","11076","9186","694013","1676","715951","0.30"
"2025-10-16T18:46:20.967Z","On-Demand","claude-4.5-sonnet-thinking","No","10940","19143","927589","2279","959951","0.41"
"2025-10-16T18:43:11.678Z","On-Demand","claude-4.5-sonnet-thinking","No","88705","7089","529929","1416","627139","0.53"
"2025-10-16T18:27:37.170Z","On-Demand","claude-4.5-sonnet-thinking","No","16125","16076","708974","5885","747060","0.41"
"2025-10-16T18:25:46.428Z","On-Demand","claude-4.5-sonnet-thinking","No","5508","4916","207008","4033","221465","0.16"
"2025-10-16T18:25:06.638Z","On-Demand","claude-4.5-sonnet-thinking","No","69972","6412","200813","2073","279270","0.37"
"2025-10-16T18:14:19.559Z","On-Demand","claude-4.5-sonnet-thinking","No","47192","42014","1447082","12556","1548844","0.92"
"2025-10-16T18:12:24.828Z","On-Demand","claude-4.5-sonnet-thinking","No","74885","9313","525710","1924","611832","0.49"
"2025-10-16T14:59:40.747Z","On-Demand","claude-4.5-sonnet-thinking","No","62902","43622","567556","8791","682871","0.66"
"2025-10-16T14:51:35.055Z","On-Demand","claude-4.5-sonnet-thinking","No","75716","44039","618442","6765","744962","0.70"
"2025-10-16T14:43:30.917Z","On-Demand","claude-4.5-sonnet-thinking","No","57571","41179","528483","10655","637888","0.65"
"2025-10-16T14:24:10.894Z","On-Demand","claude-4.5-sonnet-thinking","No","159828","35874","1120203","8995","1324900","1.17"
"2025-10-16T14:11:01.302Z","On-Demand","claude-4.5-sonnet-thinking","No","153500","26999","1528993","6683","1716175","1.21"
"2025-10-16T13:30:56.997Z","On-Demand","claude-4.5-sonnet-thinking","No","134546","2021","2008","2364","140939","0.54"
"2025-10-15T18:30:27.597Z","On-Demand","claude-4.5-sonnet-thinking","No","145655","13425","700800","3096","862976","0.84"
"2025-10-15T18:21:28.330Z","On-Demand","claude-4.5-sonnet-thinking","No","133920","26962","1189259","8593","1358734","1.06"
"2025-10-15T18:08:30.506Z","On-Demand","claude-4.5-sonnet-thinking","No","127861","2265","2069181","12071","2211378","1.28"
"2025-10-15T17:58:04.165Z","On-Demand","claude-4.5-sonnet-thinking","No","95379","2477","191809","2752","292417","0.46"
"2025-10-15T17:45:56.584Z","On-Demand","claude-4.5-sonnet-thinking","No","131122","2450","2436323","18886","2588781","1.51"
"2025-10-15T17:40:48.791Z","On-Demand","claude-4.5-sonnet-thinking","No","88939","1429","342557","2533","435458","0.47"
"2025-10-15T17:39:51.484Z","On-Demand","claude-4.5-sonnet-thinking","No","70274","1687","1433","1449","74843","0.29"
"2025-10-15T17:23:03.891Z","On-Demand","claude-4.5-sonnet-thinking","No","82277","1490","317019","2541","403327","0.44"
"2025-10-15T17:20:58.443Z","On-Demand","claude-4.5-sonnet-thinking","No","56847","2288","7895","2660","69690","0.26"
"2025-10-15T14:55:57.282Z","On-Demand","claude-4.5-sonnet-thinking","No","205875","110608","61347","15680","393510","0.96"
"2025-10-15T14:28:26.190Z","On-Demand","claude-4.5-sonnet-thinking","No","148713","15246","161697","4590","330246","0.71"
"2025-10-15T14:13:43.452Z","On-Demand","claude-4.5-sonnet-thinking","No","16385","28606","926617","5540","977148","0.50"
"2025-10-15T14:10:38.419Z","On-Demand","claude-4.5-sonnet-thinking","No","143648","16453","432316","4109","596526","0.77"
"2025-10-15T13:58:59.146Z","On-Demand","claude-4.5-sonnet-thinking","No","126020","15664","138756","3004","283444","0.60"
"2025-10-15T13:24:00.721Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","376789","238828","1121816","22570","1760003","2.80"
"2025-10-14T22:27:07.747Z","On-Demand","claude-4.5-sonnet-thinking","No","93246","172138","1068607","15284","1349275","1.41"
"2025-10-14T20:53:50.184Z","On-Demand","claude-4.5-sonnet-thinking","No","312385","62933","1163195","22845","1561358","1.74"
"2025-10-14T20:33:30.308Z","On-Demand","claude-4.5-sonnet-thinking","No","318513","2287","1471847","11784","1804431","1.81"
"2025-10-14T20:30:42.763Z","On-Demand","claude-4.5-sonnet-thinking","No","120240","1619","7496","1516","130871","0.48"
"2025-10-14T20:29:56.972Z","Included","code-supernova-1-million","No","0","96038","2375","428","98841","0.000"
"2025-10-14T20:23:51.636Z","On-Demand","claude-4.5-sonnet-thinking","No","138826","1566","786816","6887","934095","0.86"
"2025-10-14T19:40:58.397Z","On-Demand","claude-4.5-sonnet-thinking","No","108273","1054","1128420","10635","1248382","0.90"
"2025-10-14T19:38:23.755Z","On-Demand","claude-4.5-sonnet-thinking","No","19245","1039","836730","4537","861551","0.39"
"2025-10-14T19:35:27.518Z","On-Demand","claude-4.5-sonnet-thinking","No","88984","4289","339396","3837","436506","0.50"
"2025-10-14T19:24:00.696Z","On-Demand","claude-4.5-sonnet-thinking","No","237350","2030","344005","12754","596139","1.18"
"2025-10-14T19:13:50.608Z","On-Demand","claude-4.5-sonnet-thinking","No","24131","1860","462709","10632","499332","0.39"
"2025-10-14T19:10:39.032Z","On-Demand","claude-4.5-sonnet-thinking","No","136573","6241","314397","7337","464548","0.73"
"2025-10-14T18:59:41.929Z","On-Demand","claude-4.5-sonnet-thinking","No","57435","1181","2873640","21153","2953409","1.40"
"2025-10-14T18:56:26.148Z","On-Demand","claude-4.5-sonnet-thinking","No","95889","1988","358657","2504","459038","0.51"
"2025-10-14T18:16:21.347Z","On-Demand","claude-4.5-sonnet-thinking","No","24614","29402","941294","6037","1001347","0.55"
"2025-10-14T18:15:26.635Z","On-Demand","claude-4.5-sonnet-thinking","No","5657","6308","301815","1954","315734","0.16"
"2025-10-14T18:14:23.562Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","40963","2354","76383","531","120231","0.19"
"2025-10-14T18:14:10.255Z","On-Demand","claude-4.5-sonnet-thinking","No","0","0","0","0","0","0.00"
"2025-10-14T18:12:52.489Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","38652","13058","433605","3741","489056","0.37"
"2025-10-14T18:10:42.855Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","15950","20047","285775","4039","325811","0.26"
"2025-10-14T18:10:28.791Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","355","512","8","875","0.000"
"2025-10-14T18:07:33.320Z","On-Demand","claude-4.5-sonnet-thinking","No","15140","14059","154888","5384","189471","0.22"
"2025-10-14T18:04:07.045Z","On-Demand","claude-4.5-sonnet-thinking","No","36518","13730","157803","6839","214890","0.32"
"2025-10-14T18:00:34.298Z","On-Demand","claude-4.5-sonnet-thinking","No","31141","14655","94425","4792","145013","0.26"
"2025-10-14T17:53:50.245Z","On-Demand","claude-4.5-sonnet-thinking","No","48101","8835","1209","7199","65344","0.31"
"2025-10-14T17:39:35.778Z","On-Demand","claude-4.5-sonnet-thinking","No","78699","1504","319468","5473","405144","0.47"
"2025-10-14T17:33:16.331Z","On-Demand","claude-4.5-sonnet-thinking","No","15329","16091","255895","5556","292871","0.26"
"2025-10-14T17:32:24.230Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","29840","30201","120388","1043","181472","0.25"
"2025-10-14T14:17:02.606Z","On-Demand","claude-4.5-sonnet-thinking","No","92467","32748","879143","11371","1015729","0.87"
"2025-10-14T14:16:27.019Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","1066","1256","19","2341","0.000"
"2025-10-14T14:00:39.699Z","On-Demand","claude-4.5-sonnet-thinking","No","68603","3047","2151","5956","79757","0.35"
"2025-10-14T13:12:46.512Z","On-Demand","claude-4.5-sonnet-thinking","No","60859","6453","92185","1520","161017","0.29"
"2025-10-14T13:03:38.889Z","On-Demand","claude-4.5-sonnet-thinking","No","53939","64516","145148","5533","269136","0.52"
"2025-10-14T12:45:18.989Z","On-Demand","claude-4.5-sonnet-thinking","No","82952","14571","447389","4412","549324","0.55"
"2025-10-14T12:44:55.214Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","828","1198","19","2045","0.000"
"2025-10-14T12:38:38.409Z","On-Demand","claude-4.5-sonnet-thinking","No","50126","2066","7541","6824","66557","0.29"
"2025-10-14T01:05:04.283Z","On-Demand","claude-4.5-sonnet-thinking","No","26595","38969","71176","4693","141433","0.30"
"2025-10-13T22:39:08.187Z","On-Demand","claude-4.5-sonnet-thinking","No","120412","29265","120214","1312","271203","0.59"
"2025-10-13T22:36:51.154Z","On-Demand","claude-4.5-sonnet-thinking","No","11441","1593","108658","452","122144","0.08"
"2025-10-13T22:34:10.940Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","16944","41244","1310776","6535","1375499","0.68"
"2025-10-13T22:31:59.434Z","On-Demand","claude-4.5-sonnet-thinking","No","0","10311","98035","2409","110755","0.09"
"2025-10-13T22:30:36.162Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","808","1196","22","2026","0.000"
"2025-10-13T21:19:41.140Z","On-Demand","claude-4.5-sonnet-thinking","No","113128","2682","1028467","9167","1153444","0.87"
"2025-10-13T21:09:01.085Z","On-Demand","claude-4.5-sonnet-thinking","No","146843","1878","1975","4869","155565","0.62"
"2025-10-13T20:44:33.855Z","On-Demand","claude-4.5-sonnet-thinking","No","41731","14711","377554","11621","445617","0.48"
"2025-10-13T20:38:25.852Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","65260","998","95894","4112","166264","0.34"
"2025-10-13T20:35:13.102Z","On-Demand","claude-4.5-sonnet-thinking","No","102975","8676","310626","2082","424359","0.53"
"2025-10-13T18:55:35.107Z","On-Demand","claude-4.5-sonnet-thinking","No","8034","11455","679881","3307","702677","0.31"
"2025-10-13T18:54:13.524Z","On-Demand","claude-4.5-sonnet-thinking","No","201","3135","192862","934","197132","0.08"
"2025-10-13T18:53:58.290Z","On-Demand","claude-4.5-sonnet-thinking","No","0","925","96687","249","97861","0.03"
"2025-10-13T18:52:53.396Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","95497","929","1190","244","97860","0.36"
"2025-10-13T14:29:23.129Z","On-Demand","claude-4.5-sonnet-thinking","No","3249","3143","194619","858","201869","0.09"
"2025-10-13T14:28:13.230Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","97408","3565","483660","1987","586620","0.55"
"2025-10-13T14:21:21.584Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","5659","897","91023","252","97831","0.05"
"2025-10-13T14:19:12.386Z","On-Demand","claude-4.5-sonnet-thinking","No","11163","8355","636043","3517","659078","0.31"
"2025-10-13T14:15:52.632Z","On-Demand","claude-4.5-sonnet-thinking","No","10307","8531","685735","4113","708686","0.33"
"2025-10-13T14:12:18.951Z","On-Demand","claude-4.5-sonnet-thinking","No","65962","13304","498097","3228","580591","0.48"
"2025-10-13T14:04:34.564Z","On-Demand","claude-4.5-sonnet-thinking","No","373170","142005","1338211","14883","1868269","2.10"
"2025-10-13T13:53:59.504Z","On-Demand","claude-4.5-sonnet-thinking","No","133596","6838","618941","3235","762610","0.75"
"2025-10-13T13:47:46.840Z","On-Demand","claude-4.5-sonnet-thinking","No","157556","42796","2327234","7117","2534703","1.52"
"2025-10-13T13:47:11.492Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","133508","1901","266718","1015","403142","0.60"
"2025-10-13T13:39:48.473Z","On-Demand","claude-4.5-sonnet-thinking","No","8740","12457","636790","1964","659951","0.29"
"2025-10-13T13:37:53.721Z","On-Demand","claude-4.5-sonnet-thinking","No","12758","4487","235388","3765","256398","0.18"
"2025-10-13T13:34:37.596Z","On-Demand","claude-4.5-sonnet-thinking","No","23679","47392","1694984","4881","1770936","0.81"
"2025-10-13T13:28:54.037Z","On-Demand","claude-4.5-sonnet-thinking","No","206493","58441","886992","3279","1155205","1.25"
"2025-10-10T23:06:11.553Z","On-Demand","claude-4.5-sonnet-thinking","No","80380","40044","161334","977","282735","0.37"
"2025-10-10T22:48:17.758Z","On-Demand","claude-4.5-sonnet-thinking","No","16111","52601","345094","5333","419139","0.30"
"2025-10-10T22:45:04.973Z","On-Demand","claude-4.5-sonnet-thinking","No","11724","37568","384789","4319","438400","0.25"
"2025-10-10T22:43:26.590Z","On-Demand","claude-4.5-sonnet-thinking","No","33703","33885","206332","3486","277406","0.26"
"2025-10-10T22:36:39.685Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","37171","40127","272971","6290","356559","0.43"
"2025-10-10T22:32:58.885Z","On-Demand","claude-4.5-sonnet-thinking","No","125392","94011","1005092","2108","1226603","0.88"
"2025-10-10T22:16:25.327Z","On-Demand","gpt-5","No","0","73339","301315","1423","376077","0.06"
"2025-10-10T22:14:10.958Z","On-Demand","gpt-5","No","0","70340","391445","844","462629","0.07"
"2025-10-10T22:11:39.622Z","On-Demand","gpt-5","No","0","68054","380594","1248","449896","0.07"
"2025-10-10T22:10:25.900Z","Errored, Not Charged","gpt-5","No","0","65965","557294","1387","624646","0.10"
"2025-10-10T21:59:33.699Z","On-Demand","gemini-2.5-pro","No","0","26589","45391","1137","73117","0.05"
"2025-10-10T21:58:04.862Z","On-Demand","gemini-2.5-pro","No","0","30525","66570","994","98089","0.06"
"2025-10-10T21:57:36.831Z","On-Demand","gpt-5","No","0","69443","1062469","4468","1136380","0.20"
"2025-10-10T21:56:15.141Z","Included","gpt-5-mini","No","0","5856","27543","2136","35535","0.01"
"2025-10-10T21:55:07.737Z","Included","gpt-5-mini","No","0","25143","29490","2964","57597","0.01"
"2025-10-10T21:53:17.365Z","On-Demand","gpt-5","No","0","59478","491553","7994","559025","0.16"
"2025-10-10T21:47:59.053Z","On-Demand","gpt-5","No","0","77041","79905","3257","160203","0.08"
"2025-10-10T21:35:53.745Z","On-Demand","claude-4.5-sonnet-thinking","No","10957","110391","1394459","3445","1519252","0.55"
"2025-10-10T21:33:55.738Z","On-Demand","claude-4.5-sonnet-thinking","No","12286","108383","1336278","4914","1461861","0.56"
"2025-10-10T21:31:01.693Z","On-Demand","claude-4.5-sonnet-thinking","No","19040","118471","1258824","3092","1399427","0.58"
"2025-10-10T21:28:14.559Z","On-Demand","claude-4.5-sonnet-thinking","No","135172","123167","2109095","5441","2372875","1.35"
"2025-10-10T21:17:44.789Z","On-Demand","claude-4.5-sonnet-thinking","No","9522","87293","819093","6921","922829","0.43"
"2025-10-10T21:15:57.993Z","On-Demand","claude-4.5-sonnet-thinking","No","6193","80073","447218","1222","534706","0.20"
"2025-10-10T21:14:41.728Z","On-Demand","claude-4.5-sonnet-thinking","No","14271","75616","642364","2193","734444","0.30"
"2025-10-10T21:11:58.404Z","On-Demand","claude-4.5-sonnet-thinking","No","20686","78879","1208881","3205","1311651","0.55"
"2025-10-10T21:06:02.698Z","On-Demand","claude-4.5-sonnet-thinking","No","16984","73776","693639","3145","787544","0.39"
"2025-10-10T21:03:12.184Z","On-Demand","claude-4.5-sonnet-thinking","No","15340","63109","626491","4146","709086","0.36"
"2025-10-10T20:57:47.100Z","On-Demand","claude-4.5-sonnet-thinking","No","26740","54361","246985","3254","331340","0.27"
"2025-10-10T20:56:43.546Z","On-Demand","claude-4.5-sonnet-thinking","No","4144","38584","81391","1271","125390","0.14"
"2025-10-10T20:55:16.550Z","On-Demand","claude-4.5-sonnet-thinking","No","9086","4412","113261","940","127699","0.09"
"2025-10-10T20:53:57.687Z","On-Demand","claude-4.5-sonnet-thinking","No","8772","10193","200723","2634","222322","0.16"
"2025-10-10T20:53:26.900Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","31907","969","1299","725","34900","0.13"
"2025-10-10T20:21:19.011Z","On-Demand","gpt-5","No","0","91632","1396824","5518","1493974","0.26"
"2025-10-10T20:20:40.908Z","Errored, Not Charged","gpt-5","No","0","78248","1173","84","79505","0.01"
"2025-10-10T20:18:43.830Z","On-Demand","gpt-5","No","0","189500","115410","2454","307364","0.19"
"2025-10-10T20:18:33.904Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","1387","74034","452","75873","0.005"
"2025-10-10T20:18:18.539Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","137323","76244","1205","234","215006","0.53"
"2025-10-10T20:11:10.211Z","On-Demand","claude-4.5-sonnet-thinking","No","131842","90343","792499","4276","1018960","0.86"
"2025-10-10T19:54:31.479Z","On-Demand","claude-4.5-sonnet-thinking","No","127377","81981","634959","4001","848318","0.77"
"2025-10-10T19:29:15.714Z","On-Demand","claude-4.5-sonnet-thinking","No","10771","113570","2312212","7465","2444018","1.02"
